desenvolvimento,104
social,77
sistema,74
direitos,72
educação,67
serão,66
saúde,61
investimentos,56
reforma,53
federal,52
programa,47
transição,46
sociais,45
serviços,44
gestão,44
sociedade,44
promover,43
ecológica,42
cultura,42
públicos,42
campo,40
participação,40
recursos,40
ações,40
plano,40
ensino,39
acesso,39
produção,38
pública,37
segurança,37
pessoas,37
municípios,36
qualidade,36
fundamental,35
preciso,35
públicas,34
público,34
infraestrutura,34
construção,34
estados,33
promoção,33
direito,33
economia,32
financiamento,32
urbana,32
garantir,32
redução,32
renda,32
estado,32
expansão,32
presidente,32
ambiental,31
governos,31
medidas,30
mundo,30
setor,29
integração,28
trabalho,28
ampliação,28
soberania,28
